2023-07-05,2023186,35,24,4,27,47,18,+,1,蛇,龙,鼠,牛,蛇,狗,,兔,木,金,土,水,土,土,,金,,155,单,4:3,                    奇,偶,偶,奇,奇,偶                ,43,<a href=/newam6hc-kjjg-2023186.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-05-04,2023124,42,34,26,32,28,29,+,35,狗,马,虎,猴,鼠,猪,,蛇,水,土,土,金,水,火,,木,,191,单,2:5,                    偶,偶,偶,偶,偶,奇                ,16,<a href=/newam6hc-kjjg-2023124.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-05-03,2023123,48,40,15,19,36,4,+,21,龙,鼠,牛,鸡,龙,鼠,,羊,土,金,火,水,木,土,,木,,162,双,3:4,                    偶,偶,奇,奇,偶,偶                ,44,<a href=/newam6hc-kjjg-2023123.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-05-02,2023122,9,45,37,1,28,30,+,42,羊,羊,兔,兔,鼠,狗,,狗,金,火,火,金,水,火,,水,,150,双,4:3,                    奇,奇,奇,奇,偶,偶                ,44,<a href=/newam6hc-kjjg-2023122.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-05-01,2023121,8,23,42,41,3,20,+,30,猴,蛇,狗,猪,牛,猴,,狗,火,金,水,水,土,水,,火,,137,单,3:4,                    偶,奇,偶,奇,奇,偶                ,39,<a href=/newam6hc-kjjg-2023121.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-30,2023120,25,27,49,39,37,22,+,44,兔,牛,兔,牛,兔,马,,猴,土,水,水,金,火,木,,木,,199,单,5:2,                    奇,奇,奇,奇,奇,偶                ,27,<a href=/newam6hc-kjjg-2023120.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-29,2023119,33,16,20,23,22,48,+,28,羊,鼠,猴,蛇,马,龙,,鼠,土,火,水,金,木,土,,水,,162,双,2:5,                    奇,偶,偶,奇,偶,偶                ,32,<a href=/newam6hc-kjjg-2023119.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-28,2023118,41,30,13,2,15,10,+,1,猪,狗,兔,虎,牛,马,,兔,水,火,木,金,火,金,,金,,111,单,4:3,                    奇,偶,奇,偶,奇,偶                ,39,<a href=/newam6hc-kjjg-2023118.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-27,2023117,22,30,38,3,39,14,+,41,马,狗,虎,牛,牛,虎,,猪,木,火,火,土,金,木,,水,,146,双,3:4,                    偶,偶,偶,奇,奇,偶                ,36,<a href=/newam6hc-kjjg-2023117.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-26,2023116,7,14,2,21,6,28,+,49,鸡,虎,虎,羊,狗,鼠,,兔,火,木,金,木,木,水,,水,,78,双,3:4,                    奇,偶,偶,奇,偶,偶                ,26,<a href=/newam6hc-kjjg-2023116.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-25,2023115,4,39,40,46,49,32,+,15,鼠,牛,鼠,马,兔,猴,,牛,土,金,金,火,水,金,,火,,210,双,3:4,                    偶,奇,偶,偶,奇,偶                ,45,<a href=/newam6hc-kjjg-2023115.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-24,2023114,31,11,25,26,23,17,+,43,鸡,蛇,兔,虎,蛇,猪,,鸡,金,水,土,土,金,土,,木,,133,单,6:1,                    奇,奇,奇,偶,奇,奇                ,20,<a href=/newam6hc-kjjg-2023114.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-23,2023113,41,15,23,48,32,13,+,1,猪,牛,蛇,龙,猴,兔,,兔,水,火,金,土,金,木,,金,,172,双,5:2,                    奇,奇,奇,偶,偶,奇                ,35,<a href=/newam6hc-kjjg-2023113.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-22,2023112,43,17,48,47,12,40,+,14,鸡,猪,龙,蛇,龙,鼠,,虎,木,土,土,土,水,金,,木,,207,单,3:4,                    奇,奇,偶,奇,偶,偶                ,36,<a href=/newam6hc-kjjg-2023112.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-21,2023111,37,12,36,13,45,16,+,18,兔,龙,龙,兔,羊,鼠,,狗,火,水,木,木,火,火,,土,,159,单,3:4,                    奇,偶,偶,奇,奇,偶                ,33,<a href=/newam6hc-kjjg-2023111.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-20,2023110,29,35,44,49,13,11,+,16,猪,蛇,猴,兔,兔,蛇,,鼠,火,木,木,水,木,水,,火,,181,单,5:2,                    奇,奇,偶,奇,奇,奇                ,38,<a href=/newam6hc-kjjg-2023110.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-19,2023109,47,38,26,3,15,9,+,36,蛇,虎,虎,牛,牛,羊,,龙,土,火,土,土,火,金,,木,,138,双,4:3,                    奇,偶,偶,奇,奇,奇                ,44,<a href=/newam6hc-kjjg-2023109.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-18,2023108,39,49,41,9,47,11,+,20,牛,兔,猪,羊,蛇,蛇,,猴,金,水,水,金,土,水,,水,,196,双,6:1,                    奇,奇,奇,奇,奇,奇                ,40,<a href=/newam6hc-kjjg-2023108.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-17,2023107,19,4,6,47,46,21,+,28,鸡,鼠,狗,蛇,马,羊,,鼠,水,土,木,土,火,木,,水,,143,单,3:4,                    奇,偶,偶,奇,偶,奇                ,43,<a href=/newam6hc-kjjg-2023107.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-16,2023106,43,48,41,12,30,45,+,16,鸡,龙,猪,龙,狗,羊,,鼠,木,土,水,水,火,火,,火,,219,单,3:4,                    奇,偶,奇,偶,偶,奇                ,36,<a href=/newam6hc-kjjg-2023106.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-15,2023105,47,44,24,40,20,12,+,33,蛇,猴,龙,鼠,猴,龙,,羊,土,木,金,金,水,水,,土,,187,单,2:5,                    奇,偶,偶,偶,偶,偶                ,35,<a href=/newam6hc-kjjg-2023105.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-14,2023104,6,29,17,31,12,26,+,24,狗,猪,猪,鸡,龙,虎,,龙,木,火,土,金,水,土,,金,,121,单,3:4,                    偶,奇,奇,奇,偶,偶                ,25,<a href=/newam6hc-kjjg-2023104.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-13,2023103,15,16,12,20,31,23,+,39,牛,鼠,龙,猴,鸡,蛇,,牛,火,火,水,水,金,金,,金,,117,单,4:3,                    奇,偶,偶,偶,奇,奇                ,19,<a href=/newam6hc-kjjg-2023103.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-12,2023102,30,19,35,41,10,46,+,47,狗,鸡,蛇,猪,马,马,,蛇,火,水,木,水,金,火,,土,,181,单,4:3,                    偶,奇,奇,奇,偶,偶                ,36,<a href=/newam6hc-kjjg-2023102.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-11,2023101,49,21,41,35,45,32,+,23,兔,羊,猪,蛇,羊,猴,,蛇,水,木,水,木,火,金,,金,,223,单,6:1,                    奇,奇,奇,奇,奇,偶                ,28,<a href=/newam6hc-kjjg-2023101.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-10,2023100,35,38,29,39,41,2,+,8,蛇,虎,猪,牛,猪,虎,,猴,木,火,火,金,水,金,,火,,184,双,4:3,                    奇,偶,奇,奇,奇,偶                ,39,<a href=/newam6hc-kjjg-2023100.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-09,2023099,8,11,32,44,29,4,+,6,猴,蛇,猴,猴,猪,鼠,,狗,火,水,金,木,火,土,,木,,128,双,2:5,                    偶,奇,偶,偶,奇,偶                ,40,<a href=/newam6hc-kjjg-2023099.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-08,2023098,39,35,16,21,45,11,+,28,牛,蛇,鼠,羊,羊,蛇,,鼠,金,木,火,木,火,水,,水,,167,单,5:2,                    奇,奇,偶,奇,奇,奇                ,34,<a href=/newam6hc-kjjg-2023098.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-07,2023097,18,40,30,47,14,44,+,13,狗,鼠,狗,蛇,虎,猴,,兔,土,金,火,土,木,木,,木,,193,单,2:5,                    偶,偶,偶,奇,偶,偶                ,33,<a href=/newam6hc-kjjg-2023097.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-06,2023096,25,16,8,7,1,26,+,4,兔,鼠,猴,鸡,兔,虎,,鼠,土,火,火,火,金,土,,土,,83,单,3:4,                    奇,偶,偶,奇,奇,偶                ,25,<a href=/newam6hc-kjjg-2023096.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-05,2023095,11,30,9,25,41,4,+,24,蛇,狗,羊,兔,猪,鼠,,龙,水,火,金,土,水,土,,金,,120,双,4:3,                    奇,偶,奇,奇,奇,偶                ,37,<a href=/newam6hc-kjjg-2023095.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-04,2023094,9,5,39,43,38,11,+,1,羊,猪,牛,鸡,虎,蛇,,兔,金,木,金,木,火,水,,金,,145,单,6:1,                    奇,奇,奇,奇,偶,奇                ,38,<a href=/newam6hc-kjjg-2023094.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-03,2023093,2,49,37,16,36,4,+,44,虎,兔,兔,鼠,龙,鼠,,猴,金,水,火,火,木,土,,木,,144,双,2:5,                    偶,奇,奇,偶,偶,偶                ,47,<a href=/newam6hc-kjjg-2023093.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-02,2023092,48,27,17,20,39,10,+,33,龙,牛,猪,猴,牛,马,,羊,土,水,土,水,金,金,,土,,161,单,4:3,                    偶,奇,奇,偶,奇,偶                ,38,<a href=/newam6hc-kjjg-2023092.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-04-01,2023091,6,8,13,32,40,28,+,35,狗,猴,兔,猴,鼠,鼠,,蛇,木,火,木,金,金,水,,木,,127,单,2:5,                    偶,偶,奇,偶,偶,偶                ,34,<a href=/newam6hc-kjjg-2023091.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-31,2023090,21,13,41,12,24,48,+,30,羊,兔,猪,龙,龙,龙,,狗,木,木,水,水,金,土,,火,,159,单,3:4,                    奇,奇,奇,偶,偶,偶                ,36,<a href=/newam6hc-kjjg-2023090.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-30,2023089,29,5,31,8,14,45,+,6,猪,猪,鸡,猴,虎,羊,,狗,火,木,金,火,木,火,,木,,132,双,4:3,                    奇,奇,奇,偶,偶,奇                ,40,<a href=/newam6hc-kjjg-2023089.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-29,2023088,6,32,17,14,37,47,+,27,狗,猴,猪,虎,兔,蛇,,牛,木,金,土,木,火,土,,水,,153,单,4:3,                    偶,偶,奇,偶,奇,奇                ,41,<a href=/newam6hc-kjjg-2023088.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-28,2023087,3,45,18,1,14,44,+,31,牛,羊,狗,兔,虎,猴,,鸡,土,火,土,金,木,木,,金,,125,单,4:3,                    奇,奇,偶,奇,偶,偶                ,44,<a href=/newam6hc-kjjg-2023087.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-27,2023086,32,37,14,24,1,10,+,30,猴,兔,虎,龙,兔,马,,狗,金,火,木,金,金,金,,火,,118,双,2:5,                    偶,奇,偶,偶,奇,偶                ,36,<a href=/newam6hc-kjjg-2023086.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-26,2023085,36,38,40,24,31,6,+,37,龙,虎,鼠,龙,鸡,狗,,兔,木,火,金,金,金,木,,火,,175,单,2:5,                    偶,偶,偶,偶,奇,偶                ,34,<a href=/newam6hc-kjjg-2023085.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-25,2023084,25,43,34,4,20,38,+,39,兔,鸡,马,鼠,猴,虎,,牛,土,木,土,土,水,火,,金,,164,双,3:4,                    奇,奇,偶,偶,偶,偶                ,39,<a href=/newam6hc-kjjg-2023084.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-24,2023083,11,16,18,15,44,28,+,1,蛇,鼠,狗,牛,猴,鼠,,兔,水,火,土,火,木,水,,金,,132,双,3:4,                    奇,偶,偶,奇,偶,偶                ,33,<a href=/newam6hc-kjjg-2023083.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-23,2023082,23,30,13,36,43,2,+,25,蛇,狗,兔,龙,鸡,虎,,兔,金,火,木,木,木,金,,土,,147,单,4:3,                    奇,偶,奇,偶,奇,偶                ,41,<a href=/newam6hc-kjjg-2023082.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-22,2023081,21,24,18,17,27,39,+,35,羊,龙,狗,猪,牛,牛,,蛇,木,金,土,土,水,金,,木,,146,双,5:2,                    奇,偶,偶,奇,奇,奇                ,22,<a href=/newam6hc-kjjg-2023081.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-21,2023080,13,10,39,28,22,21,+,19,兔,马,牛,鼠,马,羊,,鸡,木,金,金,水,木,木,,水,,133,单,4:3,                    奇,偶,奇,偶,偶,奇                ,29,<a href=/newam6hc-kjjg-2023080.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-20,2023079,22,25,15,41,48,12,+,5,马,兔,牛,猪,龙,龙,,猪,木,土,火,水,土,水,,木,,163,单,4:3,                    偶,奇,奇,奇,偶,偶                ,36,<a href=/newam6hc-kjjg-2023079.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-19,2023078,45,30,5,49,25,22,+,37,羊,狗,猪,兔,兔,马,,兔,火,火,木,水,土,木,,火,,176,双,5:2,                    奇,偶,奇,奇,奇,偶                ,44,<a href=/newam6hc-kjjg-2023078.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-18,2023077,47,30,37,39,22,44,+,21,蛇,狗,兔,牛,马,猴,,羊,土,火,火,金,木,木,,木,,219,单,4:3,                    奇,偶,奇,奇,偶,偶                ,25,<a href=/newam6hc-kjjg-2023077.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-17,2023076,9,12,38,14,47,45,+,7,羊,龙,虎,虎,蛇,羊,,鸡,金,水,火,木,土,火,,火,,165,单,4:3,                    奇,偶,偶,偶,奇,奇                ,38,<a href=/newam6hc-kjjg-2023076.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-16,2023075,39,45,19,9,11,49,+,18,牛,羊,鸡,羊,蛇,兔,,狗,金,火,水,金,水,水,,土,,172,双,6:1,                    奇,奇,奇,奇,奇,奇                ,40,<a href=/newam6hc-kjjg-2023075.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-15,2023074,40,12,20,8,33,29,+,2,鼠,龙,猴,猴,羊,猪,,虎,金,水,水,火,土,火,,金,,142,双,2:5,                    偶,偶,偶,偶,奇,奇                ,32,<a href=/newam6hc-kjjg-2023074.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-14,2023073,27,12,42,1,10,24,+,9,牛,龙,狗,兔,马,龙,,羊,水,水,水,金,金,金,,金,,116,双,3:4,                    奇,偶,偶,奇,偶,偶                ,41,<a href=/newam6hc-kjjg-2023073.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-13,2023072,48,33,17,40,20,16,+,6,龙,羊,猪,鼠,猴,鼠,,狗,土,土,土,金,水,火,,木,,174,双,2:5,                    偶,奇,奇,偶,偶,偶                ,32,<a href=/newam6hc-kjjg-2023072.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-12,2023071,11,42,13,43,10,32,+,49,蛇,狗,兔,鸡,马,猴,,兔,水,水,木,木,金,金,,水,,151,单,4:3,                    奇,偶,奇,奇,偶,偶                ,33,<a href=/newam6hc-kjjg-2023071.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-11,2023070,36,28,17,37,22,1,+,40,龙,鼠,猪,兔,马,兔,,鼠,木,水,土,火,木,金,,金,,141,单,3:4,                    偶,偶,奇,奇,偶,奇                ,36,<a href=/newam6hc-kjjg-2023070.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-10,2023069,40,25,43,12,32,6,+,20,鼠,兔,鸡,龙,猴,狗,,猴,金,土,木,水,金,木,,水,,158,双,2:5,                    偶,奇,奇,偶,偶,偶                ,37,<a href=/newam6hc-kjjg-2023069.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-09,2023068,25,22,8,17,14,46,+,48,兔,马,猴,猪,虎,马,,龙,土,木,火,土,木,火,,土,,132,双,2:5,                    奇,偶,偶,奇,偶,偶                ,38,<a href=/newam6hc-kjjg-2023068.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-08,2023067,27,33,38,13,43,39,+,8,牛,羊,虎,兔,鸡,牛,,猴,水,土,火,木,木,金,,火,,193,单,5:2,                    奇,奇,偶,奇,奇,奇                ,30,<a href=/newam6hc-kjjg-2023067.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-07,2023066,47,24,23,2,27,28,+,42,蛇,龙,蛇,虎,牛,鼠,,狗,土,金,金,金,水,水,,水,,151,单,3:4,                    奇,偶,奇,偶,奇,偶                ,45,<a href=/newam6hc-kjjg-2023066.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-06,2023065,41,30,10,17,34,14,+,9,猪,狗,马,猪,马,虎,,羊,水,火,金,土,土,木,,金,,146,双,3:4,                    奇,偶,偶,奇,偶,偶                ,31,<a href=/newam6hc-kjjg-2023065.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
2023-03-05,2023064,26,28,45,8,21,2,+,46,虎,鼠,羊,猴,羊,虎,,马,土,水,火,火,木,金,,火,,130,双,2:5,                    偶,偶,奇,偶,奇,偶                ,43,<a href=/newam6hc-kjjg-2023064.htm style=font-weight:bold; target=_blank>详情</a><a href=https://www.55128.cn/zs/226_44019.htm style=font-weight:bold; color:#333 target=_blank>
